=== Shared String - Reader-Writer Problem ===
Mode: fair
Readers: 5, Writers: 8, Duration: 8 seconds

[22:43:17.892] [R2] started
[22:43:21.382] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:21.389] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:21.395] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:21.404] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:21.406] [W2] wrote: "Test"
[22:43:21.409] [R1] read: "Test"
[22:43:21.414] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.416] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:21.417] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.424] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.426] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.432] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.438] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:21.445] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.445] [W5] wrote: "Test"
[22:43:21.451] [R1] read: "Test"
[22:43:21.451] [W8] wrote: "Test"
[22:43:21.456] [W3] wrote: "!"
[22:43:21.461] [R5] read: "!"
[22:43:21.461] [R2] read: "!"
[22:43:21.463] [R4] read: "!"
[22:43:21.466] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:21.472] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:21.490] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:21.492] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:21.492] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:21.498] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:43:21.501] [W6] wrote: "Test"
[22:43:21.502] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.505] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.505] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.512] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.515] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.515] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.519] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:21.528] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:21.534] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:21.539] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:21.541] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:21.545] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.550] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.560] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.566] [W1] wrote: "Test"
[22:43:21.567] [R5] read: "Test"
[22:43:21.572] [W2] wrote: "!"
[22:43:21.576] [R3] read: "!"
[22:43:21.577] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:21.578] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.581] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.590] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.592] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.594] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.596] [W4] wrote: "Test"
[22:43:21.599] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.603] [W8] wrote: "!"
[22:43:21.606] [R3] read: "!"
[22:43:21.609] [W7] wrote: "!"
[22:43:21.612] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.613] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.619] [W3] wrote: "A"
[22:43:21.638] [W5] wrote: "!"
[22:43:21.647] [R2] read: "!"
[22:43:21.648] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.648] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.649] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:21.650] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:43:21.654] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:43:21.654] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:21.654] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:21.668] [W6] wrote: "!"
[22:43:21.668] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:43:21.670] [W3] wrote: "Hello World!"
[22:43:21.677] [R1] read: "Hello World!"
[22:43:21.681] [R4] read: "Hello World!"
[22:43:21.692] [R5] read: "Hello World!"
[22:43:21.694] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.700] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.705] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.711] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:43:21.713] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:21.719] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:43:21.722] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:21.723] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:21.733] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.735] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.743] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:21.743] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:21.746] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:21.752] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:21.753] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:21.756] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:21.760] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:21.765] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:21.768] [W1] wrote: "!"
[22:43:21.770] [R4] read: "!"
[22:43:21.774] [R5] read: "!"
[22:43:21.774] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:21.774] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:21.780] [W2] wrote: "A"
[22:43:21.785] [R1] read: "A"
[22:43:21.793] [W3] wrote: "Operating systems manage hardware and software resources."
[22:43:21.802] [R4] read: "Operating systems manage hardware and software resources."
[22:43:21.803] [R5] read: "Operating systems manage hardware and software resources."
[22:43:21.809] [R2] read: "Operating systems manage hardware and software resources."
[22:43:21.811] [W5] wrote: "A"
[22:43:21.811] [R3] read: "A"
[22:43:21.815] [W8] wrote: "A"
[22:43:21.823] [W4] wrote: "!"
[22:43:21.829] [W2] wrote: "Hello World!"
[22:43:21.836] [R1] read: "Hello World!"
[22:43:21.836] [W6] wrote: "A"
[22:43:21.838] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:43:21.839] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:21.845] [W7] wrote: "A"
[22:43:21.847] [R4] read: "A"
[22:43:21.848] [W5] wrote: "Hello World!"
[22:43:21.849] [R2] read: "Hello World!"
[22:43:21.857] [R3] read: "Hello World!"
[22:43:21.859] [R5] read: "Hello World!"
[22:43:21.873] [W3] wrote: "X"
[22:43:21.875] [R4] read: "X"
[22:43:21.877] [W8] wrote: "Hello World!"
[22:43:21.888] [R1] read: "Hello World!"
[22:43:21.892] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:43:21.894] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:21.898] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:21.899] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:21.903] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:21.907] [W6] wrote: "Hello World!"
[22:43:21.914] [R4] read: "Hello World!"
[22:43:21.918] [R5] read: "Hello World!"
[22:43:21.922] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:21.929] [W5] wrote: "Operating systems manage hardware and software resources."
[22:43:21.935] [R2] read: "Operating systems manage hardware and software resources."
[22:43:21.936] [W7] wrote: "Hello World!"
[22:43:21.939] [W1] wrote: "A"
[22:43:21.940] [R1] read: "A"
[22:43:21.942] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:21.954] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:21.959] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:21.959] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:21.960] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:21.967] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:21.974] [W1] wrote: "Hello World!"
[22:43:21.985] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:21.986] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:21.992] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:21.997] [W5] wrote: "X"
[22:43:22.003] [R5] read: "X"
[22:43:22.004] [R4] read: "X"
[22:43:22.009] [R3] read: "X"
[22:43:22.010] [W2] wrote: "Operating systems manage hardware and software resources."
[22:43:22.010] [W8] wrote: "Operating systems manage hardware and software resources."
[22:43:22.012] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:22.014] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:22.016] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:22.024] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:22.027] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:43:22.027] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:22.035] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:22.044] [W2] wrote: "X"
[22:43:22.048] [R3] read: "X"
[22:43:22.057] [W6] wrote: "Operating systems manage hardware and software resources."
[22:43:22.069] [R2] read: "Operating systems manage hardware and software resources."
[22:43:22.073] [R1] read: "Operating systems manage hardware and software resources."
[22:43:22.075] [W3] wrote: "Race!"
[22:43:22.077] [W7] wrote: "Operating systems manage hardware and software resources."
[22:43:22.078] [R4] read: "Operating systems manage hardware and software resources."
[22:43:22.079] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.081] [W4] wrote: "A"
[22:43:22.082] [W8] wrote: "X"
[22:43:22.087] [R3] read: "X"
[22:43:22.094] [R5] read: "X"
[22:43:22.099] [R2] read: "X"
[22:43:22.100] [W1] wrote: "Operating systems manage hardware and software resources."
[22:43:22.102] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.114] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.117] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.118] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.123] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.125] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:43:22.129] [W6] wrote: "X"
[22:43:22.137] [W7] wrote: "X"
[22:43:22.143] [W4] wrote: "Hello World!"
[22:43:22.143] [R5] read: "Hello World!"
[22:43:22.152] [R4] read: "Hello World!"
[22:43:22.153] [R2] read: "Hello World!"
[22:43:22.153] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.154] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:22.161] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.163] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.173] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.180] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.190] [W1] wrote: "X"
[22:43:22.191] [R4] read: "X"
[22:43:22.195] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:43:22.199] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:22.199] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:43:22.201] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:22.202] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:43:22.204] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:22.210] [W5] wrote: "Race!"
[22:43:22.211] [R4] read: "Race!"
[22:43:22.215] [R1] read: "Race!"
[22:43:22.218] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:43:22.224] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:22.224] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:22.227] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.241] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.255] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.256] [W2] wrote: "Race!"
[22:43:22.265] [W6] wrote: "Race!"
[22:43:22.266] [R5] read: "Race!"
[22:43:22.267] [R4] read: "Race!"
[22:43:22.267] [R2] read: "Race!"
[22:43:22.277] [W4] wrote: "Operating systems manage hardware and software resources."
[22:43:22.282] [R1] read: "Operating systems manage hardware and software resources."
[22:43:22.284] [R3] read: "Operating systems manage hardware and software resources."
[22:43:22.288] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.288] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:22.289] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:22.290] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:43:22.290] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.292] [W8] wrote: "Race!"
[22:43:22.298] [R5] read: "Race!"
[22:43:22.299] [R2] read: "Race!"
[22:43:22.306] [R3] read: "Race!"
[22:43:22.318] [R5] read: "Race!"
[22:43:22.325] [R2] read: "Race!"
[22:43:22.326] [R1] read: "Race!"
[22:43:22.331] [W7] wrote: "Race!"
[22:43:22.334] [R4] read: "Race!"
[22:43:22.335] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:43:22.339] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:22.341] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:22.344] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:22.349] [W4] wrote: "X"
[22:43:22.355] [R2] read: "X"
[22:43:22.363] [R1] read: "X"
[22:43:22.364] [R5] read: "X"
[22:43:22.372] [W3] wrote: "AB"
[22:43:22.372] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:43:22.381] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:22.381] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:22.387] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:22.389] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:22.390] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:43:22.399] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:22.403] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:22.406] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:43:22.412] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:22.418] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:43:22.419] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:22.423] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:22.427] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:43:22.428] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:22.432] [W1] wrote: "Race!"
[22:43:22.434] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.437] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:43:22.438] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.444] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:43:22.444] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:22.450] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:22.452] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.453] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.453] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.455] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.470] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.475] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.483] [W4] wrote: "Race!"
[22:43:22.496] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.499] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.501] [W6] wrote: "AB"
[22:43:22.502] [W8] wrote: "AB"
[22:43:22.502] [R4] read: "AB"
[22:43:22.505] [W5] wrote: "AB"
[22:43:22.509] [R2] read: "AB"
[22:43:22.517] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:22.523] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:22.525] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:22.525] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:22.528] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:22.533] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.535] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.540] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.544] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.552] [W3] wrote: "Test"
[22:43:22.552] [R1] read: "Test"
[22:43:22.560] [R3] read: "Test"
[22:43:22.565] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.571] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.574] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.576] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.576] [W7] wrote: "AB"
[22:43:22.580] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:43:22.580] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:22.585] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.590] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:43:22.591] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.591] [W2] wrote: "AB"
[22:43:22.602] [R5] read: "AB"
[22:43:22.617] [R3] read: "AB"
[22:43:22.624] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.626] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.629] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.629] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.631] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.635] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.635] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:22.638] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.651] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.653] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.660] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.662] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:22.662] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.669] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.669] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.673] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.673] [W8] wrote: "Test"
[22:43:22.683] [W1] wrote: "AB"
[22:43:22.685] [R3] read: "AB"
[22:43:22.688] [R1] read: "AB"
[22:43:22.696] [R4] read: "AB"
[22:43:22.702] [W6] wrote: "Test"
[22:43:22.703] [R2] read: "Test"
[22:43:22.705] [W3] wrote: "!"
[22:43:22.706] [R3] read: "!"
[22:43:22.706] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.717] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.717] [W4] wrote: "AB"
[22:43:22.732] [W5] wrote: "Test"
[22:43:22.740] [R1] read: "Test"
[22:43:22.746] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.748] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.756] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.759] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.760] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.768] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.773] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.773] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.777] [W7] wrote: "Test"
[22:43:22.782] [W2] wrote: "Test"
[22:43:22.787] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.793] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:22.795] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.796] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.798] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.804] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:43:22.810] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.818] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.818] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.820] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.823] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.826] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:22.826] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:22.837] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:22.837] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.839] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.840] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.842] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:22.850] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:22.850] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:22.855] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.857] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.859] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:22.860] [W6] wrote: "!"
[22:43:22.868] [R4] read: "!"
[22:43:22.876] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:22.885] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:22.893] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:22.898] [W8] wrote: "!"
[22:43:22.901] [W4] wrote: "Test"
[22:43:22.903] [R1] read: "Test"
[22:43:22.903] [R3] read: "Test"
[22:43:22.905] [R5] read: "Test"
[22:43:22.906] [W1] wrote: "Test"
[22:43:22.907] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:22.909] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:22.921] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:43:22.927] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:22.929] [W5] wrote: "!"
[22:43:22.929] [W3] wrote: "A"
[22:43:22.945] [R5] read: "A"
[22:43:22.950] [R2] read: "A"
[22:43:22.950] [R4] read: "A"
[22:43:22.954] [R1] read: "A"
[22:43:22.957] [R3] read: "A"
[22:43:22.962] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:43:22.965] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:22.968] [W7] wrote: "!"
[22:43:22.976] [W2] wrote: "!"
[22:43:22.978] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.979] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.981] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.985] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:22.986] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:43:22.988] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:23.000] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:23.009] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:23.018] [W3] wrote: "Hello World!"
[22:43:23.018] [R2] read: "Hello World!"
[22:43:23.020] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:23.022] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:43:23.030] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:23.032] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:23.039] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:23.041] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:23.046] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:43:23.049] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:23.051] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:23.052] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:23.060] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:23.062] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:23.062] [W6] wrote: "A"
[22:43:23.063] [W8] wrote: "A"
[22:43:23.064] [R1] read: "A"
[22:43:23.070] [R3] read: "A"
[22:43:23.071] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:23.076] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:23.084] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:23.088] [W1] wrote: "!"
[22:43:23.093] [R5] read: "!"
[22:43:23.096] [W8] wrote: "Hello World!"
[22:43:23.099] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:23.103] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:23.113] [W6] wrote: "Hello World!"
[22:43:23.117] [R2] read: "Hello World!"
[22:43:23.121] [W2] wrote: "A"
[22:43:23.128] [R3] read: "A"
[22:43:23.132] [W3] wrote: "Operating systems manage hardware and software resources."
[22:43:23.135] [W5] wrote: "A"
[22:43:23.136] [R4] read: "A"
[22:43:23.137] [R5] read: "A"
[22:43:23.137] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:23.138] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:23.147] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:43:23.148] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:23.149] [W4] wrote: "!"
[22:43:23.153] [R2] read: "!"
[22:43:23.156] [W2] wrote: "Hello World!"
[22:43:23.166] [R5] read: "Hello World!"
[22:43:23.166] [W7] wrote: "A"
[22:43:23.169] [R4] read: "A"
[22:43:23.175] [R3] read: "A"
