=== Shared String - Reader-Writer Problem ===
Mode: fair
Readers: 5, Writers: 8, Duration: 8 seconds

[22:43:01.751] [R1] started
[22:43:05.276] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:05.278] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.283] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.284] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.291] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.294] [W6] wrote: "Test"
[22:43:05.294] [R1] read: "Test"
[22:43:05.301] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.317] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.317] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.317] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.320] [W5] wrote: "!"
[22:43:05.322] [R2] read: "!"
[22:43:05.326] [W1] wrote: "!"
[22:43:05.326] [R5] read: "!"
[22:43:05.334] [W7] wrote: "Test"
[22:43:05.338] [R3] read: "Test"
[22:43:05.340] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.348] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.349] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.351] [W8] wrote: "AB"
[22:43:05.359] [R4] read: "AB"
[22:43:05.360] [R3] read: "AB"
[22:43:05.361] [R1] read: "AB"
[22:43:05.373] [R2] read: "AB"
[22:43:05.381] [R3] read: "AB"
[22:43:05.386] [R5] read: "AB"
[22:43:05.392] [R4] read: "AB"
[22:43:05.393] [R1] read: "AB"
[22:43:05.394] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:43:05.400] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.400] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.407] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.409] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:43:05.414] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.418] [W4] wrote: "!"
[22:43:05.429] [R4] read: "!"
[22:43:05.430] [R5] read: "!"
[22:43:05.433] [R1] read: "!"
[22:43:05.436] [R3] read: "!"
[22:43:05.443] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.451] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.461] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.474] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.474] [W3] wrote: "!"
[22:43:05.476] [R4] read: "!"
[22:43:05.476] [R3] read: "!"
[22:43:05.476] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:43:05.477] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:05.486] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:05.492] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:05.495] [W2] wrote: "!"
[22:43:05.498] [R3] read: "!"
[22:43:05.501] [R2] read: "!"
[22:43:05.505] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:43:05.507] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.515] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.517] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.519] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.526] [W6] wrote: "!"
[22:43:05.527] [R2] read: "!"
[22:43:05.527] [W5] wrote: "A"
[22:43:05.532] [R5] read: "A"
[22:43:05.535] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:05.538] [W7] wrote: "!"
[22:43:05.541] [R1] read: "!"
[22:43:05.555] [R3] read: "!"
[22:43:05.564] [W1] wrote: "A"
[22:43:05.566] [R1] read: "A"
[22:43:05.569] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:43:05.569] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:05.575] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:43:05.577] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:05.579] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:05.581] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:05.591] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:05.592] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:05.596] [W8] wrote: "Test"
[22:43:05.607] [W4] wrote: "A"
[22:43:05.608] [W1] wrote: "Hello World!"
[22:43:05.616] [R1] read: "Hello World!"
[22:43:05.620] [W5] wrote: "Hello World!"
[22:43:05.623] [R2] read: "Hello World!"
[22:43:05.628] [R4] read: "Hello World!"
[22:43:05.629] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:43:05.630] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:05.635] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:05.639] [W4] wrote: "Hello World!"
[22:43:05.640] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:05.645] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.649] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.655] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.656] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:05.658] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:05.661] [W3] wrote: "A"
[22:43:05.665] [R4] read: "A"
[22:43:05.672] [W2] wrote: "A"
[22:43:05.677] [R2] read: "A"
[22:43:05.678] [R5] read: "A"
[22:43:05.686] [R3] read: "A"
[22:43:05.700] [R1] read: "A"
[22:43:05.700] [R4] read: "A"
[22:43:05.703] [W3] wrote: "Hello World!"
[22:43:05.705] [W2] wrote: "Hello World!"
[22:43:05.706] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:05.710] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:05.717] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:05.719] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:05.722] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:05.734] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.735] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.736] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.736] [W6] wrote: "A"
[22:43:05.741] [W1] wrote: "Operating systems manage hardware and software resources."
[22:43:05.748] [R1] read: "Operating systems manage hardware and software resources."
[22:43:05.757] [W4] wrote: "Operating systems manage hardware and software resources."
[22:43:05.760] [R4] read: "Operating systems manage hardware and software resources."
[22:43:05.777] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:05.778] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:05.781] [W8] wrote: "!"
[22:43:05.783] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:05.784] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:05.790] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:05.796] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:05.798] [W5] wrote: "Operating systems manage hardware and software resources."
[22:43:05.799] [W6] wrote: "Hello World!"
[22:43:05.810] [W4] wrote: "X"
[22:43:05.810] [W7] wrote: "A"
[22:43:05.811] [R4] read: "A"
[22:43:05.812] [W1] wrote: "X"
[22:43:05.820] [R3] read: "X"
[22:43:05.822] [R2] read: "X"
[22:43:05.825] [R5] read: "X"
[22:43:05.834] [R4] read: "X"
[22:43:05.836] [R1] read: "X"
[22:43:05.839] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:05.840] [W2] wrote: "Operating systems manage hardware and software resources."
[22:43:05.841] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:43:05.849] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:05.855] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:05.856] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:05.866] [W3] wrote: "Operating systems manage hardware and software resources."
[22:43:05.870] [R1] read: "Operating systems manage hardware and software resources."
[22:43:05.872] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:05.872] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:05.874] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:05.875] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:05.878] [W5] wrote: "X"
[22:43:05.890] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:05.893] [W7] wrote: "Hello World!"
[22:43:05.896] [R4] read: "Hello World!"
[22:43:05.901] [R5] read: "Hello World!"
[22:43:05.910] [R2] read: "Hello World!"
[22:43:05.911] [W3] wrote: "X"
[22:43:05.924] [W6] wrote: "Operating systems manage hardware and software resources."
[22:43:05.924] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:43:05.930] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:05.932] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:43:05.933] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:05.935] [W2] wrote: "X"
[22:43:05.935] [R3] read: "X"
[22:43:05.943] [R4] read: "X"
[22:43:05.945] [R2] read: "X"
[22:43:05.951] [W8] wrote: "A"
[22:43:05.951] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:05.959] [W6] wrote: "X"
[22:43:05.961] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:05.968] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:05.971] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:05.972] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:05.980] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:05.981] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:05.983] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:05.990] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:05.991] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:43:05.994] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:05.999] [W4] wrote: "Race!"
[22:43:06.007] [W1] wrote: "Race!"
[22:43:06.011] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:06.018] [W8] wrote: "Hello World!"
[22:43:06.018] [R4] read: "Hello World!"
[22:43:06.019] [R5] read: "Hello World!"
[22:43:06.024] [R2] read: "Hello World!"
[22:43:06.040] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:06.040] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:06.041] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:06.042] [W7] wrote: "Operating systems manage hardware and software resources."
[22:43:06.044] [R4] read: "Operating systems manage hardware and software resources."
[22:43:06.046] [R2] read: "Operating systems manage hardware and software resources."
[22:43:06.050] [W5] wrote: "Race!"
[22:43:06.054] [R5] read: "Race!"
[22:43:06.058] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:43:06.058] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:06.066] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:43:06.068] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:06.073] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:43:06.074] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:06.085] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:06.089] [W7] wrote: "X"
[22:43:06.092] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:06.093] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:43:06.094] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:06.100] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:06.101] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:06.102] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:43:06.115] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:06.118] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:06.121] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:06.127] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:06.128] [W3] wrote: "Race!"
[22:43:06.129] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:06.132] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:06.135] [W8] wrote: "Operating systems manage hardware and software resources."
[22:43:06.144] [W2] wrote: "Race!"
[22:43:06.150] [W6] wrote: "Race!"
[22:43:06.152] [R3] read: "Race!"
[22:43:06.155] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:43:06.157] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:06.157] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:06.161] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:06.161] [W1] wrote: "AB"
[22:43:06.164] [R5] read: "AB"
[22:43:06.170] [R1] read: "AB"
[22:43:06.176] [R3] read: "AB"
[22:43:06.177] [R2] read: "AB"
[22:43:06.190] [W8] wrote: "X"
[22:43:06.201] [W4] wrote: "AB"
[22:43:06.203] [R5] read: "AB"
[22:43:06.206] [R1] read: "AB"
[22:43:06.213] [R2] read: "AB"
[22:43:06.213] [R4] read: "AB"
[22:43:06.226] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:43:06.226] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:06.233] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:06.236] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:06.238] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:06.239] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.242] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.243] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:06.244] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:06.246] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:43:06.258] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:06.261] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.263] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.266] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.266] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.271] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.274] [W5] wrote: "AB"
[22:43:06.281] [R3] read: "AB"
[22:43:06.286] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.287] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.291] [W7] wrote: "Race!"
[22:43:06.296] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:43:06.298] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:06.299] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:06.300] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:06.312] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:06.312] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:43:06.321] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.322] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:06.324] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:43:06.325] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:06.328] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:06.332] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:06.341] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:06.342] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:06.345] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:06.346] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.357] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.361] [W1] wrote: "Test"
[22:43:06.362] [W3] wrote: "AB"
[22:43:06.368] [R1] read: "AB"
[22:43:06.369] [R5] read: "AB"
[22:43:06.369] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:06.375] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:06.376] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:06.383] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.384] [W4] wrote: "Test"
[22:43:06.389] [R5] read: "Test"
[22:43:06.398] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.399] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.400] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.402] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.416] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.419] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:43:06.420] [W8] wrote: "Race!"
[22:43:06.420] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.420] [W2] wrote: "AB"
[22:43:06.427] [R1] read: "AB"
[22:43:06.427] [R5] read: "AB"
[22:43:06.432] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.434] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.440] [W5] wrote: "Test"
[22:43:06.447] [R1] read: "Test"
[22:43:06.448] [R5] read: "Test"
[22:43:06.454] [W6] wrote: "AB"
[22:43:06.456] [R2] read: "AB"
[22:43:06.460] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:06.463] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:06.468] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:06.473] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:06.478] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:06.478] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:06.479] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.494] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:06.498] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:06.500] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:06.502] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:06.506] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:43:06.509] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.515] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.515] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.530] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.533] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.533] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.543] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:43:06.546] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.551] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.554] [W7] wrote: "AB"
[22:43:06.556] [R5] read: "AB"
[22:43:06.559] [R4] read: "AB"
[22:43:06.560] [W4] wrote: "!"
[22:43:06.562] [R3] read: "!"
[22:43:06.568] [R1] read: "!"
[22:43:06.579] [R4] read: "!"
[22:43:06.579] [W1] wrote: "!"
[22:43:06.592] [R1] read: "!"
[22:43:06.595] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:06.599] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:06.601] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:06.602] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.606] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:43:06.608] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:06.609] [W2] wrote: "Test"
[22:43:06.611] [W3] wrote: "Test"
[22:43:06.612] [R2] read: "Test"
[22:43:06.627] [R1] read: "Test"
[22:43:06.633] [R5] read: "Test"
[22:43:06.634] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.634] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.639] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.654] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.656] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.662] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.663] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.665] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:43:06.674] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:06.680] [W8] wrote: "AB"
[22:43:06.685] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.685] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.686] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.691] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.693] [W5] wrote: "!"
[22:43:06.694] [R1] read: "!"
[22:43:06.698] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:06.702] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:06.717] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:06.723] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:06.724] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:06.730] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:06.732] [W6] wrote: "Test"
[22:43:06.733] [R3] read: "Test"
[22:43:06.736] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:43:06.739] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.748] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:06.754] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:06.756] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:06.758] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:06.762] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:06.765] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:06.767] [W7] wrote: "Test"
[22:43:06.767] [R4] read: "Test"
[22:43:06.784] [W2] wrote: "!"
[22:43:06.786] [W4] wrote: "A"
[22:43:06.796] [R3] read: "A"
[22:43:06.800] [R4] read: "A"
[22:43:06.800] [R5] read: "A"
[22:43:06.803] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.807] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.808] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.814] [W3] wrote: "!"
[22:43:06.821] [R1] read: "!"
[22:43:06.823] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:06.824] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.836] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:06.844] [W1] wrote: "A"
[22:43:06.850] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:06.850] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:06.855] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:43:06.855] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:06.856] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:06.862] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:06.867] [W4] wrote: "Hello World!"
[22:43:06.870] [R1] read: "Hello World!"
[22:43:06.878] [W8] wrote: "Test"
[22:43:06.887] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:06.891] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:06.895] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:43:06.896] [W5] wrote: "A"
[22:43:06.901] [R4] read: "A"
[22:43:06.907] [R2] read: "A"
[22:43:06.911] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:06.914] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:06.924] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:06.925] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:06.930] [W5] wrote: "Hello World!"
[22:43:06.935] [W1] wrote: "Hello World!"
[22:43:06.935] [R2] read: "Hello World!"
[22:43:06.937] [W6] wrote: "!"
[22:43:06.939] [R3] read: "!"
[22:43:06.944] [R5] read: "!"
[22:43:06.951] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:06.951] [W2] wrote: "A"
[22:43:06.952] [R4] read: "A"
[22:43:06.958] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:06.961] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:06.966] [W7] wrote: "!"
[22:43:06.973] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:06.976] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:06.979] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:06.981] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:06.982] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:43:06.989] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:06.992] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:07.002] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:07.008] [W3] wrote: "A"
[22:43:07.013] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:07.015] [W5] wrote: "Operating systems manage hardware and software resources."
[22:43:07.018] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:07.022] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:43:07.027] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:07.031] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:07.038] [W2] wrote: "Hello World!"
[22:43:07.039] [R5] read: "Hello World!"
[22:43:07.039] [W4] wrote: "Operating systems manage hardware and software resources."
[22:43:07.042] [R2] read: "Operating systems manage hardware and software resources."
[22:43:07.042] [W1] wrote: "Operating systems manage hardware and software resources."
[22:43:07.047] [R4] read: "Operating systems manage hardware and software resources."
[22:43:07.055] [R1] read: "Operating systems manage hardware and software resources."
[22:43:07.056] [R3] read: "Operating systems manage hardware and software resources."
[22:43:07.057] [W6] wrote: "A"
[22:43:07.070] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:07.072] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:07.075] [W4] wrote: "X"
[22:43:07.080] [W5] wrote: "X"
[22:43:07.091] [R4] read: "X"
[22:43:07.097] [W8] wrote: "!"
[22:43:07.100] [R2] read: "!"
[22:43:07.100] [W1] wrote: "X"
[22:43:07.100] [W3] wrote: "Hello World!"
[22:43:07.103] [R5] read: "Hello World!"
[22:43:07.104] [W6] wrote: "Hello World!"
[22:43:07.107] [R3] read: "Hello World!"
