=== Shared String - Reader-Writer Problem ===
Mode: fair
Readers: 5, Writers: 8, Duration: 8 seconds

[22:43:09.830] [R1] started
[22:43:13.439] [W5] wrote: "Test"
[22:43:13.440] [R2] read: "Test"
[22:43:13.441] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:13.445] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:13.446] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:13.447] [W1] wrote: "AB"
[22:43:13.448] [R3] read: "AB"
[22:43:13.453] [R5] read: "AB"
[22:43:13.460] [R1] read: "AB"
[22:43:13.466] [R2] read: "AB"
[22:43:13.471] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:13.479] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:13.483] [W8] wrote: "!"
[22:43:13.484] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:13.486] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:13.491] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.493] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.493] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.496] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.501] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:13.505] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:13.508] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:13.517] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:43:13.519] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:13.523] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:13.533] [W3] wrote: "!"
[22:43:13.536] [R2] read: "!"
[22:43:13.537] [R4] read: "!"
[22:43:13.545] [R5] read: "!"
[22:43:13.550] [R3] read: "!"
[22:43:13.551] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:13.561] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:13.565] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:13.569] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:13.570] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:13.572] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.585] [W4] wrote: "!"
[22:43:13.589] [R2] read: "!"
[22:43:13.589] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:43:13.590] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:13.593] [W7] wrote: "Test"
[22:43:13.597] [W2] wrote: "!"
[22:43:13.605] [R4] read: "!"
[22:43:13.606] [W6] wrote: "!"
[22:43:13.607] [R3] read: "!"
[22:43:13.611] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:13.614] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:13.617] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:13.618] [W1] wrote: "Test"
[22:43:13.623] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:13.637] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:13.637] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:43:13.638] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:13.649] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:13.663] [W5] wrote: "!"
[22:43:13.664] [R3] read: "!"
[22:43:13.667] [R5] read: "!"
[22:43:13.677] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:43:13.679] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:43:13.690] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:13.690] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:13.693] [W3] wrote: "A"
[22:43:13.693] [R2] read: "A"
[22:43:13.694] [R1] read: "A"
[22:43:13.698] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:13.699] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:13.703] [W8] wrote: "A"
[22:43:13.714] [R5] read: "A"
[22:43:13.720] [R3] read: "A"
[22:43:13.731] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:13.736] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:13.737] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:13.741] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:13.742] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:13.743] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:43:13.743] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:13.750] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:13.753] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:13.755] [W3] wrote: "Hello World!"
[22:43:13.767] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:13.770] [W4] wrote: "A"
[22:43:13.770] [W6] wrote: "A"
[22:43:13.773] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:13.777] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:13.780] [W8] wrote: "Hello World!"
[22:43:13.790] [R1] read: "Hello World!"
[22:43:13.795] [R3] read: "Hello World!"
[22:43:13.798] [R4] read: "Hello World!"
[22:43:13.800] [R2] read: "Hello World!"
[22:43:13.810] [R5] read: "Hello World!"
[22:43:13.817] [W4] wrote: "Hello World!"
[22:43:13.819] [W7] wrote: "!"
[22:43:13.821] [W1] wrote: "!"
[22:43:13.822] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:13.826] [W6] wrote: "Hello World!"
[22:43:13.827] [R3] read: "Hello World!"
[22:43:13.830] [R5] read: "Hello World!"
[22:43:13.831] [W2] wrote: "A"
[22:43:13.834] [W5] wrote: "A"
[22:43:13.841] [R1] read: "A"
[22:43:13.848] [R3] read: "A"
[22:43:13.848] [R2] read: "A"
[22:43:13.850] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:13.858] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:13.869] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:13.870] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:13.874] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:43:13.885] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:13.888] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:13.890] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:43:13.893] [W5] wrote: "Hello World!"
[22:43:13.897] [R4] read: "Hello World!"
[22:43:13.907] [R2] read: "Hello World!"
[22:43:13.907] [W3] wrote: "Operating systems manage hardware and software resources."
[22:43:13.908] [R3] read: "Operating systems manage hardware and software resources."
[22:43:13.912] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:13.914] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:13.919] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:13.924] [W2] wrote: "Hello World!"
[22:43:13.929] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:13.935] [W8] wrote: "Operating systems manage hardware and software resources."
[22:43:13.935] [W4] wrote: "Operating systems manage hardware and software resources."
[22:43:13.937] [R1] read: "Operating systems manage hardware and software resources."
[22:43:13.946] [W3] wrote: "X"
[22:43:13.947] [R4] read: "X"
[22:43:13.955] [R2] read: "X"
[22:43:13.955] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:13.958] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:13.959] [W6] wrote: "Operating systems manage hardware and software resources."
[22:43:13.964] [R5] read: "Operating systems manage hardware and software resources."
[22:43:13.966] [R3] read: "Operating systems manage hardware and software resources."
[22:43:13.978] [R4] read: "Operating systems manage hardware and software resources."
[22:43:13.982] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:13.994] [W8] wrote: "X"
[22:43:13.997] [R2] read: "X"
[22:43:13.999] [R5] read: "X"
[22:43:14.002] [R3] read: "X"
[22:43:14.004] [W6] wrote: "X"
[22:43:14.004] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.005] [W4] wrote: "X"
[22:43:14.011] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:14.011] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:14.011] [W7] wrote: "A"
[22:43:14.025] [R2] read: "A"
[22:43:14.028] [R5] read: "A"
[22:43:14.028] [R4] read: "A"
[22:43:14.033] [R3] read: "A"
[22:43:14.036] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.048] [W7] wrote: "Hello World!"
[22:43:14.048] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.049] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:43:14.052] [W1] wrote: "A"
[22:43:14.052] [W5] wrote: "Operating systems manage hardware and software resources."
[22:43:14.057] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.060] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.063] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.064] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.067] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.078] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:43:14.079] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:14.086] [W2] wrote: "Operating systems manage hardware and software resources."
[22:43:14.091] [W1] wrote: "Hello World!"
[22:43:14.095] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:43:14.098] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:14.102] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:14.104] [W3] wrote: "Race!"
[22:43:14.106] [R1] read: "Race!"
[22:43:14.111] [R2] read: "Race!"
[22:43:14.115] [R3] read: "Race!"
[22:43:14.131] [R5] read: "Race!"
[22:43:14.136] [W2] wrote: "X"
[22:43:14.138] [R4] read: "X"
[22:43:14.139] [W5] wrote: "X"
[22:43:14.150] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:43:14.152] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:14.154] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:14.157] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:14.160] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:14.161] [W8] wrote: "Race!"
[22:43:14.162] [R4] read: "Race!"
[22:43:14.175] [W4] wrote: "Race!"
[22:43:14.178] [R5] read: "Race!"
[22:43:14.182] [W6] wrote: "Race!"
[22:43:14.186] [R1] read: "Race!"
[22:43:14.188] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.189] [W7] wrote: "Operating systems manage hardware and software resources."
[22:43:14.190] [R3] read: "Operating systems manage hardware and software resources."
[22:43:14.200] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:14.200] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:14.201] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:14.214] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:43:14.221] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:14.227] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:14.228] [W1] wrote: "Operating systems manage hardware and software resources."
[22:43:14.232] [R5] read: "Operating systems manage hardware and software resources."
[22:43:14.232] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.242] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.244] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.246] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.248] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:14.253] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:43:14.262] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:43:14.266] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:14.274] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:14.274] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:14.275] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:43:14.275] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:14.279] [W7] wrote: "X"
[22:43:14.282] [R4] read: "X"
[22:43:14.289] [R1] read: "X"
[22:43:14.291] [R3] read: "X"
[22:43:14.304] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:43:14.306] [W1] wrote: "X"
[22:43:14.310] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.311] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:43:14.312] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:14.315] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:14.321] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:14.328] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:14.328] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:43:14.333] [W5] wrote: "Race!"
[22:43:14.336] [R1] read: "Race!"
[22:43:14.342] [R4] read: "Race!"
[22:43:14.347] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.347] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.358] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.360] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.361] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.370] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:14.375] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.382] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.382] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.384] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.385] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:43:14.392] [W8] wrote: "AB"
[22:43:14.395] [W3] wrote: "AB"
[22:43:14.396] [W2] wrote: "Race!"
[22:43:14.398] [R1] read: "Race!"
[22:43:14.401] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.407] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.419] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.427] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.429] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:14.431] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:14.432] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:14.436] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:14.451] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:14.452] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:14.455] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:14.458] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:43:14.458] [W6] wrote: "AB"
[22:43:14.460] [R2] read: "AB"
[22:43:14.461] [R3] read: "AB"
[22:43:14.462] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:14.462] [W7] wrote: "Race!"
[22:43:14.472] [W4] wrote: "AB"
[22:43:14.478] [R5] read: "AB"
[22:43:14.480] [R4] read: "AB"
[22:43:14.494] [W1] wrote: "Race!"
[22:43:14.495] [R2] read: "Race!"
[22:43:14.500] [R5] read: "Race!"
[22:43:14.502] [R3] read: "Race!"
[22:43:14.504] [R1] read: "Race!"
[22:43:14.504] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:43:14.516] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.527] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.534] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.534] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:14.536] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:14.537] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:14.539] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:14.546] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:14.552] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.558] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.560] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.560] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.560] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:14.562] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:43:14.567] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:14.583] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:14.584] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:14.586] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.594] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:43:14.595] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:14.596] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:14.603] [W3] wrote: "Test"
[22:43:14.606] [W8] wrote: "Test"
[22:43:14.615] [W5] wrote: "AB"
[22:43:14.618] [R3] read: "AB"
[22:43:14.621] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.623] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.626] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.628] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.629] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:43:14.647] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:14.647] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.649] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:14.650] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:14.650] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.652] [W4] wrote: "Test"
[22:43:14.658] [R3] read: "Test"
[22:43:14.670] [R4] read: "Test"
[22:43:14.673] [R5] read: "Test"
[22:43:14.680] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.685] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.685] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.697] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:14.701] [W6] wrote: "Test"
[22:43:14.702] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:14.706] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:14.708] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:14.710] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:14.712] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:14.720] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:14.723] [W2] wrote: "AB"
[22:43:14.735] [W7] wrote: "AB"
[22:43:14.735] [R3] read: "AB"
[22:43:14.736] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:14.738] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:14.738] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:14.742] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:14.744] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.748] [W1] wrote: "AB"
[22:43:14.751] [R5] read: "AB"
[22:43:14.761] [R4] read: "AB"
[22:43:14.768] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:14.771] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:14.772] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:14.772] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:14.780] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:14.786] [W8] wrote: "!"
[22:43:14.788] [R3] read: "!"
[22:43:14.796] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:14.801] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:14.802] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:14.805] [W6] wrote: "!"
[22:43:14.807] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:14.810] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:14.811] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:14.813] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.820] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.826] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.827] [W3] wrote: "!"
[22:43:14.828] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.834] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:43:14.835] [W5] wrote: "Test"
[22:43:14.836] [R1] read: "Test"
[22:43:14.836] [R4] read: "Test"
[22:43:14.848] [R5] read: "Test"
[22:43:14.850] [W4] wrote: "!"
[22:43:14.850] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.865] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.867] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:14.869] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:43:14.874] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:14.877] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:43:14.880] [W2] wrote: "Test"
[22:43:14.888] [R3] read: "Test"
[22:43:14.888] [R4] read: "Test"
[22:43:14.897] [W1] wrote: "Test"
[22:43:14.898] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:43:14.901] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:14.905] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:14.908] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:14.909] [W7] wrote: "Test"
[22:43:14.910] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:14.910] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:14.914] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:14.931] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:14.935] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:14.936] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:14.940] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:14.950] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:14.951] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:14.952] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:14.952] [W3] wrote: "A"
[22:43:14.957] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:14.968] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:14.969] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:14.980] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:14.984] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:14.986] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:14.990] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:14.995] [W6] wrote: "A"
[22:43:14.998] [W8] wrote: "A"
[22:43:14.998] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:14.999] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:15.011] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:15.022] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:15.022] [W5] wrote: "!"
[22:43:15.023] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:15.029] [W4] wrote: "A"
[22:43:15.032] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:15.038] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:15.041] [W3] wrote: "Hello World!"
[22:43:15.043] [R3] read: "Hello World!"
[22:43:15.050] [R1] read: "Hello World!"
[22:43:15.051] [R2] read: "Hello World!"
[22:43:15.069] [W8] wrote: "Hello World!"
[22:43:15.073] [R4] read: "Hello World!"
[22:43:15.078] [R5] read: "Hello World!"
[22:43:15.078] [W4] wrote: "Hello World!"
[22:43:15.079] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:15.079] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:15.083] [W7] wrote: "!"
[22:43:15.084] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:15.085] [W6] wrote: "Hello World!"
[22:43:15.085] [R1] read: "Hello World!"
[22:43:15.085] [R3] read: "Hello World!"
[22:43:15.087] [W2] wrote: "!"
[22:43:15.090] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:43:15.110] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:15.120] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:15.120] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:15.123] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:15.125] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:43:15.138] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:15.138] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:15.141] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:15.145] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:15.147] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:15.149] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:15.151] [W3] wrote: "Operating systems manage hardware and software resources."
[22:43:15.153] [R5] read: "Operating systems manage hardware and software resources."
[22:43:15.165] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:43:15.170] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:15.177] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:15.181] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:15.184] [W1] wrote: "!"
[22:43:15.188] [R3] read: "!"
[22:43:15.188] [R4] read: "!"
[22:43:15.188] [W5] wrote: "A"
[22:43:15.191] [W8] wrote: "Operating systems manage hardware and software resources."
[22:43:15.204] [R5] read: "Operating systems manage hardware and software resources."
[22:43:15.205] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:15.210] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:15.213] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:15.213] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:15.214] [W6] wrote: "Operating systems manage hardware and software resources."
[22:43:15.217] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:15.228] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:15.229] [R2] read: "Critical sections must be kept as short as possible for efficiency."
